Job_Title,Location,Job_Highlight,JRJD,Company_Name
System Analyst,Tai Koo,"['Implements print management solution for clients.', 'Troubleshoot technical issues.', 'Validates results by testing programs.']","[""The JobImplements print management solution for clients.Troubleshoot technical issues.Defines application problem by conferring with clients; evaluating procedures .Develops solution by preparing and evaluating alternative workflow solutions.Controls solution by establishing specifications and coordinating production with programmers.Validates results by testing programs.Ensures operation by training client personnel and providing support.Provides reference by writing technical documentation.Accomplishes information systems and organization mission by completing related results as needed.The PersonBachelor’s degree in Computer Science.Experience in supporting PaperCut, Equitrac, Ysoft, etc. is a plus.Hands on experience with TCP / IP protocol suite; security architecture; securing and hardening Operating Systems; Networks; Databases; and Applications.Solid knowledge in managing Windows servers, SQL, routers, switches and firewall.Other Requirements:Strong analytical and problem-solving skillsExcellent communication skillsAbility to work well in a team.Good command of written and spoken English and Chinese.Securities ResponsibilitiesEnsure compliance with FUJIFILM Business Innovation Information Security Rule, Policies and procedures at all time.Responsible for maintaining security of all FUJIFILM Business Innovation information entrusted to and not limiting to proper classification & handling of FUJIFILM Business Innovation documents and records.Complete Information Security training and awareness program on regular basis and possess enough knowledge to adhere to FUJIFILM Business Innovation Information Security requirements.Responsible for identifying, reporting and complying with Information Security Incident & Reporting Procedure.Failing to comply with the security policies could be subject to disciplinary action, potentially including termination of employment or contract and/or prosecution.We offer career prospect, attractive remuneration and fringe benefits including but not limited to the followings:12 days' annual leaveBlissful leave of maximum 25 days per year (including birthday leave, wedding anniversary leave, children graduation leave, volunteer leave, pet healthcare leave, home purchase, etc)5 days work week & bank holidayClinical, hospitalization and dental insuranceTo discuss this opportunity further, please send your full resume, current and expected salary to the\xa0HR Department.\xa0\xa0We are an equal opportunity employer and welcome applications from all qualified candidates. All information provided will be treated in strict confidence and used for recruitment purposes only. Applicants not hearing from us within six weeks may consider their applications unsuccessful. All date of unsuccessful applications will be destroyed after six months."", 'The Job', 'The Job']",FUJIFILM Business Innovation Hong Kong Limited
Technical Analysis Consultant,Admiralty,"['Fully Supported Careers Programs', 'Commercially Relevant Training by Industry Experts', 'Project Exposure with Top Tier Firms']","['Technical Analysis\xa0ConsultantThe DevOps industry is booming! Driven by the speed of business and the need for automation, FDM is seeking the next generation of specialists to join our Technical Analysis Graduate Programme.Grab this opportunity to gain the skills and experience that fast-track an exciting, successful tech career with unlimited prospects - Apply now!About the ProgrammeOur award-winning academy prepares you with specialised training in technical skills and operating methodologies, giving you the confidence to provide crucial support in a wide range of capacities. You will develop skills in Linux and Windows-based operating systems, SQL, Information Security and Networking as well as a strong troubleshooting ability, working in practical labs and scenario-based projects.You’ll be equipped with knowledge and skills across Software Development, Technical Analysis, CICD, Agile, IT Infrastructure, Security and Operations, providing you with a strong foundation upon which you can build a diverse and successful career.What will I be doing?On successful completion of the industry-recognised training you’ll be placed as an integrated team member working on projects with one of our industry-leading clients.Technical Analysis\xa0is a crucial function dedicated to improving the speed and efficiency at which products are delivered. Teams work to enhance and streamline operational processes through automation and integration, modifying existing software, and adapting to new hardware.No two days in\xa0Technical Analysis are the same, with constantly emerging technologies and fresh challenges, this is a role for those excited by tech and problem solving.This programme will provide you with multiple future career opportunities ranging from Solutions Architect to Cloud Engineer to Chief Technical Officer and more.About you· Bachelor’s degree preferably in STEM-related field or other related disciplines· Able to commit to completing our full 2.5-year graduate programme· Strong logical thinking mindset with problem-solving skills· Attracted to working within fast-paced environment· Excellent interpersonal skills and communication in English (Cantonese would be a plus)· Eligibility to work in Hong KongWhat we offer you:· A full-time employment with a salary from day 1 of training· Foundation training in cloud tech, systems administration, and software engineering· Training provided by industry experts, covering both technical and professional skills· Ongoing career support throughout your entire FDM journey including continued professional development, mentoring, and networking events· Chance to launch a career in one of the most in-demand tech fieldsThis is a rare opportunity to make a giant leap into a world of limitless possibilities – Apply Now!About UsFDM Group is the pioneer and market leader in the recruit, train and deploy industry specialising in the technology sector. For over 30 years, FDM has helped successfully launch the tech careers of thousands of graduates just like you, with 3,000+ globally in 2022 alone.FDM Group is a FTSE 250 employer with a global footprint working with some of the largest blue-chip organisations including major banks based in Hong Kong!Our cultureWith 95+ nationalities working together as a team, FDM is a company committed to diversity and inclusion, in terms of background, culture and skills. We celebrate difference because we want everyone to have equal opportunity to belong and grow in their career. We are active in creating a more gender-balanced workforce, with circa 33% of our senior management team and 31% of all employees identifying as female.Diversity, equity and inclusion are at the heart of what we value as an organisation. FDM Group is an equal opportunities employer, and all qualified applicants will receive consideration for employment without regard to race, religion, sex, sexual orientation, age, disability or any other status protected by law. Our recruitment team are happy to support with any reasonable adjustments that are needed within the recruitment process.It all adds up, doesn’t it? Make the smart move – Apply Now!Please only submit one application, our Recruitment team will consider you for all other relevant open Graduate Programmes we are hiring for.']",FDM Group HK Limited
Senior Technical Analyst - Cloud Platform,Without_location,"['Support Data Transformation Program', 'Cloud-based applications and technology', 'Data Lake/ Warehouse, Data Streaming & Analytics']","[""You will play the key liaison between business team, delivery team to drive discussion and ensure proper execution, change management and BAU activities. You will collaborate with enterprise architects, application developers to understand the application workflow and requirement, integration pattern with finance cloud-based platform, as well as to support data transformation program including design and testing of data work stream.Client DetailsWe are on an exciting journey of simplifying and transforming our business and IT landscape. With a multi-year digitalisation programme within the organisation and we are growing the Technology team. An exciting time lies in store for us and we are now inviting experienced technologists to join our team.DescriptionWork with finance and actuarial team to understand business process, problem, and requirementWork closely with enterprise architecture team, application development team to understand the application workflow and requirement, integration pattern with finance cloud platformConduct business analysis by eliciting, interpreting and analyzing the requirements from business and specificationSupport data transformation program including design and testing of data work streamAct as key liaison between business team, delivery team to drive discussion and ensure proper execution, change management and BAU activitiesCreate and maintain accurate and up to date documentationsProfileS. degree or equivalent in Computer Science, Information System, Engineering, or Statistics or relevant discipline4+ years of IT and/or BA related experience in banking/ insurance/ financial industry3+ years of project experience in Data Lake, Data Warehouse, Data Streaming, Data Analytics solutionGood understanding on common software development model and methodologies such as Agile, waterfall, etc.Good team player with strong interpersonal and communication skills that able to build strong partnership with internal and external stakeholdersKnowledge in cloud-based applications and technologyKnowledge and experience in SQL, Python, APIKnowledge in CI/CD or DevOps practicesJob OfferWe offer competitive remuneration package and comprehensive fringe benefits including medical and life insurance, and different types of allowances to the right candidate.To apply online please click the 'Apply' button below. For a confidential discussion about this role please contact Royce Chan on +852 3602 2491.""]",Page Group Hong Kong
Systems Manager (IT Data Centre),Without_location,"['Degree or above in IT, Computer Science', 'Minimum 12 years of relevant IT experience', 'Experience in banking systems is preferred']","['Responsibilities:Supervise the maintenance of the Bank IT open systems and network systems to ensure reliability, availability and performance to meet business goalsManage implementation of the Bank IT open systems and network projectsSupport the Bank IT projects on the issues related with network and open systems platformReview and approve necessary system changes and tuning to meet applications or systems projects requirementsAssist to manage the AIX, Window, Network system teamsRequirements:Degree or above in Information Technologies, Computer Science or industry related disciplinesMinimum 12 years of relevant IT experience, of which 9 years on Open Platform or Network in banking industryExperience in banking systems is preferred', 'Responsibilities:', 'Supervise the maintenance of the Bank IT open systems and network systems to ensure reliability, availability and performance to meet business goals']",CMB Wing Lung Bank Limited
Senior Risk Analyst,Without_location,"['Actuarial role', 'Support to Life & Health Risk team & FRM team', 'Hybird work & energetic team']","[""MAIN PURPOSE OF THE JOB:Provide cross disciplinary support to the Life and Health Risk team and Financial Risk team in Risk Management department.Support the Solvency II requirements under the accountability of the Chief Risk Officer.The key accountabilities of this role are to:Support product review and risk opinion preparation for the Life and Health business linesSupport risk management activities in Life and Health business lines, and financial risk managementSupport the data quality risk management with specific focus on assessing appropriateness of data quality controls and coordinating with respective data owners for conducting validation checksSupport on the exposure validation for counterparty risk assessment and catastrophic risk assessment.Support the enforcement of the Solvency II and HKRBC Pillar II governanceEnforcement of internal model policies such as data quality, model governance (change & validation policy) etc.Support the preparation of the Own Risk and Solvency Assessment Report and the Model Validation ReportSupport the documentation workstreamCoordinate the Emerging Risk Framework to identify, analyse and report emerging risks relevant to AXA's Life and Health business lines and handle AXA Group Emerging Risks requirementsParticipate in ad-hoc tasks arising from the Life and Health business lines when requiredRequirements:2+ years of relevant experience in the insurance industry is preferredDegree in Actuarial Science, Risk Management, Statistics or related disciplineStrong desire to learn and further develop in the broader risk management fieldStrong ability to organise, lead specific tasks independently and detail orientedStrong analytical skills with advance knowledge of SQL / VBA / SAS / R an advantage""]",AXA Hong Kong
"Analyst, Credit Policy & Quantitative Analysis",Without_location,"['Assist in various credit risk management functions', 'Carry out risk data collection and analysis', 'Minimum 1 year’s relevant experience']","[""Assist in various credit risk management functions for the teamCarry out risk data collection and analysis for monitoring and regular reportingExplore the changes and risk drivers of the bank’s credit portfolio with reference to prevailing macro environment and market conditionsPrepare credit portfolio analysis reports and presentation materials for senior management/ management committeeEnhance and maintain credit related systems and databaseDegree holder or above in Statistics, Mathematics, IT / Computing, Risk Management, Finance or related disciplinesMinimum 1 year’s relevant experience in the banking or financial sector, with exposure on working with database and internal rating system.Sound knowledge of Excel, Access, VBA, data warehouse and statistical tools (e.g. SAS)Strong interpersonal and communications skillsStrong analytical skill and numerical senseConversant with Chinese word processingFluency in Mandarin is a plusCandidates with more experience will be considered as Senior Analyst, Credit Policy & Quantitative Analysis\xa0The above post requires proficiency in English, Cantonese and Putonghua.We offer attractive remuneration package to the right candidates. Please send your full resume with expected salary to\xa0The Human Resources Manager, Bank of Communications Co., Ltd., 10/F, Bank of Communications Tower, 231-235 Gloucester Road, Wan Chai, Hong Kong, or fax to\xa02838 9209, or e-mail to :\xa0[via APPLY NOW].\xa0Data held by the Bank relating to employment applications will be kept confidential and used only for consideration of applications. The bank may also refer suitable applicants to other vacancies within the Group. All personal data of unsuccessful applicants will be destroyed after the recruitment exercise. A copy of Personal Information Collection Statement is available upon request.Bank of Communications Co., Ltd. Hong Kong Branch (Incorporated in the People's Republic of\xa0China)"", '[via APPLY NOW]']",Bank of Communications Hong Kong Branch
Business Analysis Assistant （12-month renewable contract) (Fresh graduate is welcome),Kwai Hing,"['Collect and analyze requirements', 'Conduct UAT with users', 'Fresh Graduate welcome']","['Job Responsibilities:\xa0\xa0\xa0\xa0\xa0\xa0 Responsible for company’s Business Operation Support System, BOSS\xa0\xa0\xa0\xa0\xa0\xa0 Collaborate with users and vendors to collect and analyze requirements.\xa0\xa0\xa0\xa0\xa0\xa0 Follow up with vendors for project delivery and SIT.\xa0\xa0\xa0\xa0\xa0\xa0 Conduct UAT with users.\xa0\xa0\xa0\xa0\xa0\xa0 Responsible for billing operation for enterprise and carrier customerJob Requirements:\xa0\xa0\xa0\xa0\xa0\xa0 Bachelor or above in Computer Science/ Engineering or other IT related disciplines.\xa0\xa0\xa0\xa0\xa0\xa0 Knowledge in DBMS and SDLC is an advantage.\xa0\xa0\xa0\xa0\xa0\xa0 Familiar with Excel, Power point and Chinese Word Processing. Experience in technical documentation is an advantage.\xa0\xa0\xa0\xa0\xa0\xa0 Good verbal and written English and Chinese. Fluent Putonghua is a plus.\xa0\xa0\xa0\xa0\xa0\xa0 Positive, Persistent, “can do “personality, passion with continuous improvement, Self-motivated, Proactive.']",China Mobile International Limited
System Analyst (Innovation Technology) (Ref: NWCON/IT/20230505),Kwun Tong,"['Competitive remuneration package', 'Application development & solution implementation', '5 years related work experience']","['Responsibilities:Involve in various stages of system design and development cycles;Translate business process into system requirement by analysis, design, system modeling and preparing specifications;Evaluate-Recommend technologies, products and solutions;Support users in different levels and trouble-shoot complex technical issues;System design, R&D and lead software development team to deliver the service and enhance applications;Prepare technical and support documentationSystem Design in\xa0AWS cloud integration, Cloud Transformation in CICD, and Microservices with Spring Boot solutions.Requirements:A degree holder in Computer Science or IT related discipline;5 years IT work experience in application development and solution implementation;Familiar with the whole software development lifecycle;Excellent business analysis and database modelling skills;Proficiency in Microsoft .Net framework/Core MVC, Angular, C#, CSS, JavaScript, RESTFUL API, Crystal Report, MS IIS, Microsoft SQL and MySQL; Elastic Search, Github; \xa0Experience in Mobile App and Angular development project is a plus;Project management skills, experience managing projects related to IT systems and methodologies, also be able to manage timelines and resources effectively;Solid experience in cloud application design and setup will be advantageStrong analytical skills, able to analyze complex systems and processes, identify problems, and recommend solutions, also be skilled in gathering and analyzing data to make informed decisions;Self-motivated, strong sense of responsibility and strive for excellence;Excellent communication, interpersonal skills and vendor management;Good command of both written and spoken English and ChineseImmediate availability preferred.', 'Responsibilities:', 'Responsibilities:']",New World Construction Company Limited
Senior Data Engineer (Real-time Data Platform) - Leading Financial Institution,Without_location,"['Tech-driven Financial Institution', 'Real-time Data Streaming', 'Flexible Working Culture & Attractive Compensation']","['Our client, a leading financial institution, is looking for good senior data engineers for their upcoming real-time big data projects. The selected candidate will be responsible for the new development and design of the cloud-based data platform. Great opportunity for data engineers to grow in a data-driven financial institution.Responsibilities:Design, develop and maintain data pipelines for the real-time data platformUnderstand and review project requirements with business and technology stakeholdersEvaluate the existing data models and plan new best solutionsCoach the junior team members on data technologyRequirements:Ideally 6+ years of experience in data engineeringStrong experience in Python with relevant frameworks, such as PySpark, Pandas, Keras, etc.Experience with Apache Kafka or other real-time streaming technology will be a huge advantageSolid experience in working on cloud-based data platforms (AWS, Azure, GCP)Working experience in a financial institution/tech-driven company is preferredIf this outstanding opportunity sounds like your next career move, please send your resume in Word format to Chris Chan at resume(at)pinpointasia(dot)com and put Senior Data Engineer (Real-time Data Platform) - Leading Financial Institution in the subject header.Data provided is for recruitment purposes only.', 'Our client, a leading financial institution, is looking for good senior data engineers for their upcoming real-time big data projects. The selected candidate will be responsible for the new development and design of the cloud-based data platform. Great opportunity for data engineers to grow in a data-driven financial institution.', 'Responsibilities:']",Pinpoint Asia Limited
Data Manager - Global Tech Giant (Part of FAANG) - Regional Role,Central & Western Area,"['Data Manager', 'Privacy, Data Protection and Data Governance', 'Tech Firm + Attractive Package']","['One of the largest tech giants in the world (part of FAANG) is ramping up their APAC Data Team with an experienced Data Manager to oversee their data privacy and governance policies.\xa0Role Scope:This individual will sit within their APAC Privacy and Data Policy Team, and will be responsible for providing end-to-end\xa0product counseling, project management, knowledge management, tracking and reporting the privacy policy developments and trends within APAC, which can accordingly drive the strategic initiatives within this pillar. He/she will also have significant exposure in driving and managing multiple customer awareness campaigns, shape discussions on privacy, drive cutting-edge insights and accordingly play a part in decision-making on the data privacy policies with senior management stakeholders.This is an excellent opportunity for a data professional passionate about data protection, privacy, and governance who wants to step into a management role and drive policies in one of the largest global tech firms.Requirements:8+ years in data, including strong experience on data privacy and policy-makingKnowledge of data privacy regulations, key trends and data protection initiativesExperience in product counselling and project management, preferably at regional levelGood communication skills', 'One of the largest tech giants in the world (part of FAANG) is ramping up their APAC Data Team with an experienced Data Manager to oversee their data privacy and governance policies.\xa0Role Scope:This individual will sit within their APAC Privacy and Data Policy Team, and will be responsible for providing end-to-end\xa0product counseling, project management, knowledge management, tracking and reporting the privacy policy developments and trends within APAC, which can accordingly drive the strategic initiatives within this pillar. He/she will also have significant exposure in driving and managing multiple customer awareness campaigns, shape discussions on privacy, drive cutting-edge insights and accordingly play a part in decision-making on the data privacy policies with senior management stakeholders.This is an excellent opportunity for a data professional passionate about data protection, privacy, and governance who wants to step into a management role and drive policies in one of the largest global tech firms.Requirements:', '8+ years in data, including strong experience on data privacy and policy-making']",TEKsystems
"Senior Engineer (PI) /Engineer (PI), ASIC Design",Shatin Area,"['ASIC Design', 'Verilog/ VHDL', 'Stable working environment in Science Park']","[""Jobs Reference No: CEO/TAIT/SSP/ART/363CP/a-b/20230331Opening: 2Duties:Assist in ITF R&D project as assigned.Develop and verify digital circuit.Prepare testing data for the deliverables.Requirement:Graduate in STEM-related discipline such as Computer Science, Electronic Engineering, Information Engineering and Mathematics or relevant discipline.A bachelor’s degree, master’s degree or a doctoral degree’s holder is welcome to apply.For bachelor’s degree holder, they will be considered for the position of Engineering Associate (PI).Experience in digital circuit design and hardware description language (Verilog/VHDL) will be an advantage.Experience in digital design simulation tools (VCS/Xcelium) is a plus.Good command of written and spoken English or Chinese.Live ASTRI values.Application:To apply, by clicking 'APPLY NOW' with your resume, you must quote the\xa0Job Ref\xa0and include the following information:Name of UniversityDegree obtained/expecting and whenHave you participated in ITF Research Talent Hub before? Yes/NoIf you answer Yes in item 3, please state the periodHave you been employed by ASTRI before? If yes, please state the periodThe resume should\xa0not\xa0include any sensitive personal information such as HKID or passport number, photo, etc.The application will be open until the position is filled. Only short-listed candidates will be notified. ASTRI reserves the right not to fill the position.ASTRI is an Equal Opportunities Employer. Personal data provided by job applicants will be used\xa0exclusively\xa0for recruitment\xa0only. For details, please refer to\xa0Privacy - ASTRI - Hong Kong Applied Science and Technology Research Institute Company Limited."", 'ART/363CP/a-b/20230331Opening: 2Duties:', 'ART/363CP/a-b/20230331Opening: 2Duties:']",Hong Kong Applied Science and Technology Research Institute Company Limited (ASTRI)
Part-time/ Full-time Data Entry Clerk,Sheung Wan,"['Part-time or Full-time', 'Data Input', 'Students are Welcome']","[""To cope with our expansion, we are inviting talents to join our professional team.About the Role:\xa0Data input\xa0Clerical support to accounting teamYou can choose:Part-time:\xa0At least 20 hours per week (Monday - Friday)Salary HK$60 - HK$65/hour\xa0Full-time:Working Hours: Monday to Friday 9:00-17:30Salary HK$ 12,000- HK$ 14,000/ month\xa0About You:F.5 or above, students are welcomeGood command in English and ChineseProficient in MS Office and computer applicationsWell-organized and detail-mindedWhat you can get from us:\xa0On-the-job training, learning and development providedCompetitive salary, annual leaves and medical scheme (Full-time only)\xa0Flexible working opportunities\xa0How to Apply:Interested parties, please press the ''Apply Now'' button and submit your resume via JobsDB."", 'About the Role:', 'You can choose:']",Pacific Fiduciary (Asia) Limited
"Systems Specialist, Oracle Database (IT Data Centre)",Without_location,"[""3+ years' experience"", 'Experience on Oracle RAC and Data Guard is a plus', 'Familiar with ITIL process']","['Responsibilities:Perform Oracle and MySQL database administration and technical supportDesign and implement physical and logical databasePerform database capacity planning, performance tuning and security hardeningCreate shell scripts for database utilities task automationProvide 24x7 support for production incidentSupport application team to evaluate SQL queries performancePrepare technical and system documentationRequirements:Degree or above in Information Technologies, Computer Science or industry related disciplinesMinimum 3 years of experience in Oracle database administrationHolder of OCA/OCP certification is preferredSolid skills in database installation, backup & recovery, performance monitoring and tuningExperience on Oracle RAC and Data Guard is a plusFamiliar with ITIL process', 'Responsibilities:', 'Perform Oracle and MySQL database administration and technical support']",CMB Wing Lung Bank Limited
Part-time Research Assistant (PR0706/22-23),Kowloon City,"['Conduct data analysis using statistical software', 'Perform data entry and management tasks', 'Basic proficiency in statistical packages']","[""FACULTY OF SOCIAL SCIENCESDEPARTMENT OF GOVERNMENT AND INTERNATIONAL STUDIESPart-time Research Assistant (PR0706/22-23)Description: We are seeking a part-time research assistant to provide support for ongoing research projects related to China's migration policies. The successful candidate will be responsible for performing data entry, data analysis, data management, manuscript preparation, and other related administrative tasks.This is a part-time position. The expected workload for this role is up to 15 hours per week, and the hourly rate will be commensurate with qualifications and experience. The actual working hours will be flexible and mutually agreed upon to ensure that the successful candidate can balance their other responsibilities.Responsibilities:• Conduct data analysis using statistical software (e.g., R, Python, STATA);• Perform data entry and management tasks to ensure data accuracy and completeness;• Assist with manuscript preparation and literature review; and• Provide general administrative support to the research team.Requirements:• Bachelor's degree in a relevant field, such as social sciences, statistics, or computer science;• Basic proficiency in statistical packages or programming, such as R, Python, or STATA. Additional training will be provided to the successful candidate as needed;• Attention to detail and the ability to maintain data integrity;• Good organisational and time management skills; and• Ability to work independently and as part of a team.We welcome applications from all qualified candidates. Applicants who meet the above qualifications are encouraged to submit their CV and a cover letter explaining their interest and experience related to the role.If you have any questions about the position, please contact Dr. Siu-yau LEEApplication Procedure:Applicants are invited to submit their applications at the HKBU e-Recruitment System (https://jobs.hkbu.edu.hk). Applicants who are not invited for interview 8 weeks after the submission of application may consider their applications unsuccessful. Details of the University's Personal Information Collection Statement can be found at\xa0https://hro.hkbu.edu.hk/pics.The University reserves the right not to make an appointment for the post advertised, and the appointment will be made according to the terms and conditions applicable at the time of offer.Review of applications is on-going until the position is filled.""]",Hong Kong Baptist University
Part Time Admin Clerk - Japanese Company,Tsim Sha Tsui,"['1 year clecrial work experience', 'Stable working hour', 'Hourly rate : HK$60 to $80 per hour']","['Job HighlightsHourly rate : HK$60 to $80 per hourFlexible working timeJob DescriptionProvide administration support to related departments;Staff attendance handling, data entry and filling etc; andPerform other ad hoc projects as requiredJob Requirements:DSE or above with 1 year clerical experience;Good command of Chinese and English;Proficient in MS Office application and Chinese Word Processing; andPolite, detailed-minded and well-organized']",Valuence International Limited
Sales Manager (Data Center / Telecommunication / System Inegrators),Kwai Hing,"['Data Center / Telecom / System Integrators', 'Business Development with Channel Partners', 'Hong Kong and Great Bay Area']","['ResponsibilitiesResponsible for identifying, engaging, marketing, and selling of Data Center solutions in Enterprises and channel partners.Nutrition of business relationships with channel partners and end-users by assisting in pre-sales activities, solution advice and presentation.Achieve sales targets through clear planning of strategy and activities.Actively engage with industrial ecosystem contacts. Build deep knowledge of the Data Center market.Formulate and execute Data Center sales strategies in Greater Bay Area.RequirementsUniversity degree holder.At least 3 years of experience in channel and Enterprise sales in Data Center / Telecommunication fields.Good Knowledge of Data Center market and solution is definitely an advantage.Be open-minded. Ability to work in a multi-cultural business environment.Positive attitude, self-motivated, and able to work independently.Sounding customer service and communication skills.Good command in both spoken and written English, Cantonese, and Mandarin.\xa0We strive for building a caring working environment and we offer the following staff benefits:Performance Bonus18 days Annual Leave1 days Birthday LeaveMedical Insurance (clinical, hospitalization and dental) to staff and his dependentsLife Insurance & Personal Accident Insurance5 days Marriage LeaveFull Paid Paternity Leave / Maternity Leave', 'Responsibilities', 'Responsibilities']",BDX (HK) Limited
Global Applications Automation Specialist,Lai Chi Kok,"['Experience in software development, engineering', 'Knowledge of programming languages', 'Knowledge of database management systems']","[""Job Description SummaryThe specialist in Applications Automation is responsible for testing, configuring, and automating software applications. They develop and implement automated scripts and processes to streamline application deployment and make it more efficient. They collaborate with software developers, quality assurance teams, and other stakeholders to analyse and identify opportunities for automation.In addition to automation, they are also responsible for designing, testing, and implementing software applications. They work closely with developers, third parties, and end-users to understand their needs and requirements and ensure that the software applications meet those needs.Key Results / Accountabilities:Develop and implement automation scripts and processes for software applications.Test and troubleshoot automated processes, identify, and resolve issues.Collaborate with software development and quality assurance teams; suggest and develop improvements for application automation.Stay up to date with emerging trends in automation tools and methodologies; recommend and implement tools to increase efficiency and effectiveness.Maintain documentation of application automation processes and procedures.Analyse and interpret reports and data generated from automated processes; provide insights and recommendations to stakeholders.Train and provide guidance to team members on automation tools and processes.Develop and maintain testing environments for software applications.Develop strong working relationships across key business stakeholders and peers to shape requirements. Making clear the options available.Gather and analyze\xa0data to track progress and identify further areas for improvement.Monitor key performance indicators and provide regular reports to management.Ensure compliance with all relevant regulatory requirements, including GDPR, PIPL, and other local laws and regulations.Collaborate with the internal business globally, IT, third parties and other teams to ensure that process changes are properly implemented and monitored.Key Challenges:This position’s primary interfaces are:InternalSuper users.Fung Group.Meiyume technology team.Meiyume Data and Insights team.Business teams globally.ExternalService providers.Technology vendors / suppliersQualification & Experience and Competencies:Education and Experience (MUST HAVE)Bachelor’s degree in computer science, engineering, or a related field.2+ years’ experience working with automation technologies like UIPath, Microsoft, Automation Anywhere, Blue Prism, Selenium, Appium, or TestComplete.Experience with programming languages like Java, C#, or Python.Knowledge of software development and quality assurance methodologies.Excellent analytical and problem-solving skills.Strong communication and interpersonal skills.Ability to work independently and as part of a team, meet deadlines, and manage changing priorities.Proficiency in data analysis and problem-solving.Experience working with cross-functional teams and stakeholders.Strong analytical skills with the ability to collect, analyse, and interpret data to identify trends, patterns, and opportunities for improvement.Proficiency in project management, problem-solving, and change management techniques.Experience working in a global environment with cross-functional and/or multicultural teams.Ability to work independently and prioritize work in a fast-paced environment.Understanding of regulatory requirements and compliance issues.Creative and willing to drive change.Familiar with managing external vendors and able to communicate with users across all levels.Able to adopt a flexible working hour arrangement to work with team members located in different time zones.Interested in and able to work with people from different cultures and backgrounds.Good command of written and spoken English, Cantonese, Putonghua/Mandarin, French, Thai, or Indonesian Bahasa speaking and writing ability is an advantage.Demonstrates a strong awareness of the uses of IT within the industry sector and specifically within competitive or associated organizations operating in the same market.Preferred Criteria (NICE TO HAVE)Track record in Project Management tracking tools such as Monday.com, Jira or equivalent.Certified PM (PMP) and/or Agile Scrum Master certifications highly regarded.ISO27001 experience highly regarded.Knowledge of Gartner’s run, grow and transform model.Experienced in manufacturing or B2B industry is an absolute advantage.Economic Dimensions:Contribute to a 3-year financial plan for the application automation opex and capex costs.Provide forecast quarterly to Manager – Applications on upcoming spend for the application automation projects, vendors and internal costs.Categorize costs for One ERP project against Gartner’s run, grown and transform model for application automation.Forecast people spend across employees and consultants during application automation projects.Country / Cluster Specific Information:A Specialist – Applications Automation plays a crucial role in improving the efficiency and effectiveness of application development and deployment. They help identify opportunities to streamline processes and reduce manual efforts, which ultimately leads to better software products and services.\xa0 This role works with Meiyume's businesses globally across eight locations including United States, United Kingdom, France, Thailand, Singapore, Indonesia, Hong Kong, and China.Joint responsibility for ensuring the highest possible satisfaction of business team members at Meiyume locations globally through effective design, implementation, and support.\xa0 Any interruption or outage of any component of the application automation could cause an immediate discontinuance in the ability for:•\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Manufacturing sites to manufacture products,•\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Warehouses / distribution centres to ship products and receive raw materials,•\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Offices to communicate using tools such productivity tools and critical ERP systems.\xa0In short, Meiyume’s business could come to an immediate halt if the responsibilities of this position are not executed to an extremely high level of standard.\xa0 The cost impact of such an outage would far exceed the annual budget for which the position maintains responsibility."", 'Develop and implement automation scripts and processes for software applications.', 'Test and troubleshoot automated processes, identify, and resolve issues.']",Meiyume (Hong Kong) Limited
Part Time Admin Assistant - Chai Wan,Chai Wan,"['3-5 days per week, flexible working hours', 'Provide administration and clerical support', 'Location in Chai Wan training Center']","['Roles and Responsibilities\xa0\xa0\xa0\xa0\xa0\xa0 Provide administration and clerical support to the Training Department, such us training material preparation, room setting, scanning, filing and data entry\xa0\xa0\xa0\xa0\xa0\xa0 Perform other ad hoc duties as assigned\xa0\xa0\xa0\xa0\xa0\xa0 Mon-Fri, 3-5 days per week, flexible working hoursRoles and Responsibilities\xa0\xa0\xa0\xa0\xa0\xa0 Provide administration and clerical support to the Training Department, such us training material preparation, room setting, scanning, filing and data entry\xa0\xa0\xa0\xa0\xa0\xa0 Perform other ad hoc duties as assigned\xa0\xa0\xa0\xa0\xa0\xa0 Mon-Fri, 3-5 days per week, flexible working hoursStudents welcome to apply\xa0']",Schindler Lifts (HK) Ltd
